p_id,p_id2,distance_mean,distance_median,distance_std
H7N9,H10N3,0.97,0.97,0.0
H7N9,H7N1,1.41666666667,1.34,0.335095342983
H7N9,H7N3,1.55785714286,1.625,0.327046929167
H7N9,H10N7,1.45071428571,1.475,0.156454661882
H7N9,H2N5,2.465,2.425,0.207424685127
H7N9,H2N7,2.47,2.495,0.071763500472
H7N9,H2N1,2.44,2.44,0.03
H7N9,H2N2,2.3656,2.36,0.101669267726
H7N9,H2N3,2.51,2.49,0.183915741577
H7N9,H1N2,2.74065989848,2.73,0.162274665528
H7N9,H1N1,2.75720626632,2.75,0.176884192359
H7N9,H2N9,2.35,2.35,0.0
H7N9,H9N2,2.6626,2.655,0.0959126686106
H7N9,H9N1,2.62666666667,2.66,0.0849836585599
H7N9,H9N7,2.52,2.52,0.0
H7N9,H9N6,2.61,2.61,0.0
H7N9,H9N5,2.825,2.825,0.055
H7N9,H9N9,2.66,2.66,0.0
H7N9,H7N2,1.59,1.53,0.121928941054
H7N8,H7N4,0.94,0.94,0.0
H7N8,H7N7,0.988333333333,0.915,0.243202019363
H7N8,H10N3,1.06,1.06,0.0
H7N8,H7N1,1.36,1.42,0.256645020732
H7N8,H7N3,1.45071428571,1.585,0.349335374793
H7N8,H10N7,1.19285714286,1.145,0.171232030191
H7N8,H2N5,2.275,2.16,0.263581107062
H7N8,H2N7,2.2275,2.235,0.0501871497497
H7N8,H2N1,2.1,2.1,0.03
H7N8,H2N2,2.136,2.11,0.1
H7N8,H2N3,2.35625,2.34,0.200433124757
H7N8,H1N2,2.53482233503,2.52,0.16995548509
H7N8,H1N1,2.6035770235,2.55,0.23696293944
H7N8,H2N9,2.15,2.15,0.0
H7N8,H9N2,2.339,2.335,0.0935574689696
H7N8,H9N1,2.30666666667,2.31,0.0531245915017
H7N8,H9N7,2.27,2.27,0.0
H7N8,H9N6,2.33,2.33,0.0
H7N8,H9N5,2.475,2.475,0.035
H7N8,H9N9,2.27,2.27,0.0
H7N8,H7N2,1.40666666667,1.26,0.243629956195
H7N4,H7N7,0.934166666667,0.85,0.259405035075
H7N4,H10N3,1.09,1.09,0.0
H7N4,H7N1,1.14333333333,0.95,0.280515398666
H7N4,H7N3,1.32928571429,1.455,0.373945456025
H7N4,H10N7,1.37571428571,1.31,0.189801184917
H7N4,H2N5,2.4875,2.345,0.306624770689
H7N4,H2N7,2.465,2.475,0.055
H7N4,H2N1,2.375,2.375,0.025
H7N4,H2N2,2.3696,2.38,0.111516097493
H7N4,H2N3,2.56875,2.54,0.223183640754
H7N4,H1N2,2.80781725888,2.8,0.161257139634
H7N4,H1N1,2.85083550914,2.82,0.19197294085
H7N4,H2N9,2.34,2.34,0.0
H7N4,H9N2,2.6028,2.605,0.0914557816652
H7N4,H9N1,2.56666666667,2.57,0.00471404520791
H7N4,H9N7,2.52,2.52,0.0
H7N4,H9N6,2.57,2.57,0.0
H7N4,H9N5,2.69,2.69,0.03
H7N4,H9N9,2.61,2.61,0.0
H7N4,H7N2,1.35,1.35,0.285773803325
H7N7,H10N3,1.26416666667,1.19,0.219827899857
H7N7,H7N1,1.27583333333,1.18,0.340272562318
H7N7,H7N3,1.41851190476,1.48,0.357878404265
H7N7,H10N7,1.41023809524,1.39,0.26529397975
H7N7,H2N5,2.42270833333,2.325,0.300130107782
H7N7,H2N7,2.42416666667,2.42,0.135336514741
H7N7,H2N1,2.34833333333,2.335,0.0923158828275
H7N7,H2N2,2.34013333333,2.31,0.143587309869
H7N7,H2N3,2.52583333333,2.53,0.236011416861
H7N7,H1N2,2.70647631134,2.69,0.192980833843
H7N7,H1N1,2.76165361184,2.74,0.222876417374
H7N7,H2N9,2.32583333333,2.32,0.111837555807
H7N7,H9N2,2.56478333333,2.56,0.1323692552
H7N7,H9N1,2.52861111111,2.52,0.0921397723804
H7N7,H9N7,2.42666666667,2.425,0.1136759527
H7N7,H9N6,2.47833333333,2.485,0.106366765904
H7N7,H9N5,2.62541666667,2.6,0.10376171286
H7N7,H9N9,2.62666666667,2.59,0.118415464456
H7N7,H7N2,1.31277777778,1.395,0.387051612343
H10N3,H7N1,1.47666666667,1.27,0.299369708258
H10N3,H7N3,1.63928571429,1.76,0.344372395727
H10N3,H10N7,1.08642857143,1.095,0.185226006461
H10N3,H2N5,2.4425,2.37,0.216029511873
H10N3,H2N7,2.465,2.46,0.0572276157113
H10N3,H2N1,2.37,2.37,0.05
H10N3,H2N2,2.3312,2.32,0.0883773726697
H10N3,H2N3,2.5025,2.525,0.188663059447
H10N3,H1N2,2.69883248731,2.71,0.157995557865
H10N3,H1N1,2.74859007833,2.75,0.186480657494
H10N3,H2N9,2.31,2.31,0.0
H10N3,H9N2,2.5542,2.57,0.0970379307281
H10N3,H9N1,2.52666666667,2.58,0.0899382504215
H10N3,H9N7,2.41,2.41,0.0
H10N3,H9N6,2.47,2.47,0.0
H10N3,H9N5,2.68,2.68,0.02
H10N3,H9N9,2.54,2.54,0.0
H10N3,H7N2,1.66,1.54,0.22861904266
H7N1,H7N3,1.38785714286,1.555,0.353085283872
H7N1,H10N7,1.61428571429,1.595,0.345268307381
H7N1,H2N5,2.47333333333,2.39,0.335865383086
H7N1,H2N7,2.52583333333,2.55,0.0954339503997
H7N1,H2N1,2.36666666667,2.405,0.128668393771
H7N1,H2N2,2.40706666667,2.41,0.153941749445
H7N1,H2N3,2.60041666667,2.545,0.283085369436
H7N1,H1N2,2.82891708968,2.82,0.188439611557
H7N1,H1N1,2.87135770235,2.87,0.214724471749
H7N1,H2N9,2.32333333333,2.36,0.177451088723
H7N1,H9N2,2.6342,2.64,0.166522350852
H7N1,H9N1,2.56888888889,2.6,0.14969928705
H7N1,H9N7,2.45333333333,2.46,0.106249183003
H7N1,H9N6,2.46666666667,2.53,0.141970262927
H7N1,H9N5,2.62333333333,2.655,0.155098534988
H7N1,H9N9,2.69666666667,2.78,0.147044966667
H7N1,H7N2,1.23,1.11,0.364020756429
H7N3,H10N7,1.71367346939,1.77,0.336468416673
H7N3,H2N5,2.54035714286,2.46,0.330335134402
H7N3,H2N7,2.58875,2.58,0.17036790547
H7N3,H2N1,2.46214285714,2.5,0.162070468423
H7N3,H2N2,2.4956,2.5,0.188617708607
H7N3,H2N3,2.68044642857,2.64,0.268535673318
H7N3,H1N2,2.84518129079,2.83,0.205822303579
H7N3,H1N1,2.89100895188,2.88,0.237869225185
H7N3,H2N9,2.41285714286,2.495,0.150827648632
H7N3,H9N2,2.66308571429,2.645,0.167924025581
H7N3,H9N1,2.60071428571,2.605,0.150180730124
H7N3,H9N7,2.51,2.52,0.138409330817
H7N3,H9N6,2.54428571429,2.54,0.111849023606
H7N3,H9N5,2.68607142857,2.675,0.125934770125
H7N3,H9N9,2.72928571429,2.745,0.142551458664
H7N3,H7N2,1.30547619048,1.275,0.387028991045
H10N7,H2N5,2.38017857143,2.345,0.239101674961
H10N7,H2N7,2.34410714286,2.35,0.141809439361
H10N7,H2N1,2.28178571429,2.31,0.130522400142
H10N7,H2N2,2.29734285714,2.31,0.137238362579
H10N7,H2N3,2.45366071429,2.445,0.200298863914
H10N7,H1N2,2.57196519217,2.55,0.217344668896
H10N7,H1N1,2.64806788512,2.61,0.249308698546
H10N7,H2N9,2.38428571429,2.35,0.172656317816
H10N7,H9N2,2.41925714286,2.43,0.175856328187
H10N7,H9N1,2.42785714286,2.42,0.185838328538
H10N7,H9N7,2.36071428571,2.375,0.160377424743
H10N7,H9N6,2.37785714286,2.385,0.165191601803
H10N7,H9N5,2.48321428571,2.515,0.155748276107
H10N7,H9N9,2.41428571429,2.455,0.16012112762
H10N7,H7N2,1.61642857143,1.605,0.340782163549
H2N5,H2N7,1.465625,1.395,0.324402696313
H2N5,H2N1,1.25,1.005,0.564690180542
H2N5,H2N2,1.3209,1.15,0.492794267418
H2N5,H2N3,1.5396875,1.375,0.587545127921
H2N5,H1N2,2.13447969543,2.2,0.379099732862
H2N5,H1N1,2.11099869452,2.15,0.43010668116
H2N5,H2N9,1.4325,1.145,0.641107440294
H2N5,H9N2,1.91785,1.8,0.359144647043
H2N5,H9N1,1.95583333333,1.78,0.433252396288
H2N5,H9N7,1.8625,1.635,0.444824403557
H2N5,H9N6,1.915,1.705,0.390288354938
H2N5,H9N5,1.92875,1.75,0.388569089738
H2N5,H9N9,1.955,1.875,0.197294196569
H2N5,H7N2,2.395,2.275,0.332126983748
H2N7,H2N1,1.14125,1.1,0.277418343842
H2N7,H2N2,1.1144,1.11,0.306268901458
H2N7,H2N3,1.3246875,1.335,0.395284583995
H2N7,H1N2,1.90163705584,1.93,0.271218785656
H2N7,H1N1,1.90075065274,1.89,0.327787540195
H2N7,H2N9,1.645,1.54,0.18781639971
H2N7,H9N2,1.84415,1.83,0.193438045637
H2N7,H9N1,1.96,1.965,0.211896201004
H2N7,H9N7,1.96,1.87,0.173637553542
H2N7,H9N6,1.875,1.855,0.146372811683
H2N7,H9N5,1.895,1.935,0.17226433177
H2N7,H9N9,1.7525,1.775,0.11143944544
H2N7,H7N2,2.46416666667,2.485,0.149468967422
H2N1,H2N2,0.9594,0.945,0.244068924691
H2N1,H2N3,1.3975,1.2,0.485380005769
H2N1,H1N2,2.1211928934,2.15,0.315328123922
H2N1,H1N1,2.10050913838,2.11,0.383276893133
H2N1,H2N9,1.18,1.18,0.16
H2N1,H9N2,1.6889,1.685,0.114951250537
H2N1,H9N1,1.745,1.765,0.174809420036
H2N1,H9N7,1.695,1.695,0.025
H2N1,H9N6,1.66,1.66,0.07
H2N1,H9N5,1.62,1.595,0.0533853912602
H2N1,H9N9,1.675,1.675,0.045
H2N1,H7N2,2.32,2.325,0.110151410946
H2N2,H2N3,1.3695,1.28,0.458248567919
H2N2,H1N2,2.06989238579,2.08,0.329951986344
H2N2,H1N1,2.05792689295,2.05,0.378976159384
H2N2,H2N9,1.3656,1.31,0.300174349337
H2N2,H9N2,1.771592,1.75,0.163595921514
H2N2,H9N1,1.82466666667,1.81,0.209979893217
H2N2,H9N7,1.7824,1.74,0.169050998222
H2N2,H9N6,1.772,1.77,0.112747505516
H2N2,H9N5,1.7956,1.78,0.122231910727
H2N2,H9N9,1.7612,1.74,0.140863621989
H2N2,H7N2,2.38693333333,2.38,0.156613948577
H2N3,H1N2,1.96616116751,1.965,0.366782445531
H2N3,H1N1,1.9430613577,1.95,0.401080982421
H2N3,H2N9,1.6975,1.54,0.601097953748
H2N3,H9N2,2.0069,1.97,0.268943098071
H2N3,H9N1,2.08166666667,1.985,0.339431714619
H2N3,H9N7,2.03375,1.96,0.381344250645
H2N3,H9N6,2.0125,1.955,0.279854873104
H2N3,H9N5,2.023125,1.93,0.296473412594
H2N3,H9N9,1.95125,1.925,0.153658509364
H2N3,H7N2,2.57125,2.535,0.277463398487
H1N2,H1N1,1.59218274112,1.59,0.475719391973
H1N2,H2N9,2.52502538071,2.62,0.272587943925
H1N2,H9N2,2.28063451777,2.27,0.310515329696
H1N2,H9N1,2.40578680203,2.43,0.313857094926
H1N2,H9N7,2.44111675127,2.47,0.294102388286
H1N2,H9N6,2.36903553299,2.39,0.286446075322
H1N2,H9N5,2.3461928934,2.375,0.302108030818
H1N2,H9N9,2.13126903553,2.11,0.245133163243
H1N2,H7N2,2.74602368866,2.72,0.21857233919
H1N1,H2N9,2.49114882507,2.59,0.344044044015
H1N1,H9N2,2.26354412533,2.22,0.392933677873
H1N1,H9N1,2.37580504787,2.36,0.390415614311
H1N1,H9N7,2.39770234987,2.4,0.372852171365
H1N1,H9N6,2.34869451697,2.34,0.372847861855
H1N1,H9N5,2.32546997389,2.3,0.389671115276
H1N1,H9N9,2.14681462141,2.09,0.364413452096
H1N1,H7N2,2.79635335074,2.78,0.254449046504
H2N9,H9N2,1.9318,1.95,0.195066040099
H2N9,H9N1,1.84333333333,1.69,0.22395436043
H2N9,H9N7,1.75,1.75,0.0
H2N9,H9N6,1.84,1.84,0.0
H2N9,H9N5,1.835,1.835,0.055
H2N9,H9N9,2.08,2.08,0.0
H2N9,H7N2,2.36666666667,2.38,0.074087035903
H9N2,H9N1,1.0856,1.04,0.299591900202
H9N2,H9N7,1.046,1.015,0.276340369834
H9N2,H9N6,0.9412,0.945,0.183408178662
H9N2,H9N5,0.9724,0.97,0.20805345467
H9N2,H9N9,0.99,0.965,0.233803336161
H9N2,H7N2,2.54213333333,2.53,0.153412675125
H9N1,H9N7,0.98,1.07,0.156418242755
H9N1,H9N6,0.943333333333,0.95,0.122565175406
H9N1,H9N5,0.998333333333,1.07,0.15355961564
H9N1,H9N9,1.24333333333,1.11,0.270102861065
H9N1,H7N2,2.48666666667,2.5,0.158464857653
H9N7,H9N6,0.78,0.78,0.0
H9N7,H9N5,0.895,0.895,0.065
H9N7,H9N9,1.36,1.36,0.0
H9N7,H7N2,2.37333333333,2.4,0.0758653778449
H9N6,H9N5,0.74,0.74,0.01
H9N6,H9N9,1.0,1.0,0.0
H9N6,H7N2,2.41,2.41,0.11430952133
H9N5,H9N9,1.065,1.065,0.025
H9N5,H7N2,2.52833333333,2.59,0.120611866009
H9N9,H7N2,2.65333333333,2.74,0.129700509722
